カウンターID,最終情報更新日,廃止フラグ,承認年月日,廃止年月日,事業者名（日本語）,事業者名（英語）,事業者住所_郵便番号,事業者住所_都道府県コード,事業者住所_市町村コード,事業者住所_大字丁目・番地等（日本語）,事業者住所_大字丁目・番地等（英語）,カウンター名称（日本語）,カウンター名称（英語）,カウンター住所_郵便番号,カウンター住所_都道府県コード,カウンター住所_市町村コード,カウンター住所_大字丁目・番地等（日本語）,カウンター住所_大字丁目・番地等（英語）,カウンター住所_建物階層,カウンター住所_緯度,カウンター住所_経度,カウンター住所_施設類型,カウンター住所_設置公共交通機関名（又は最寄公共交通機関名）（日本語）,カウンター住所_設置公共交通機関名（又は最寄公共交通機関名）（英語）,カウンター電話番号,外部リンクＵＲＬ,営業時間_月曜日_開始時間,営業時間_月曜日_終了時間,営業時間_月曜日_定休日フラグ,営業時間_火曜日_開始時間,営業時間_火曜日_終了時間,営業時間_火曜日_定休日フラグ,営業時間_水曜日_開始時間,営業時間_水曜日_終了時間,営業時間_水曜日_定休日フラグ,営業時間_木曜日_開始時間,営業時間_木曜日_終了時間,営業時間_木曜日_定休日フラグ,営業時間_金曜日_開始時間,営業時間_金曜日_終了時間,営業時間_金曜日_定休日フラグ,営業時間_土曜日_開始時間,営業時間_土曜日_終了時間,営業時間_土曜日_定休日フラグ,営業時間_日曜日_開始時間,営業時間_日曜日_終了時間,営業時間_日曜日_定休日フラグ,営業時間_その他（日本語）,営業時間_その他（英語）,対応可能言語_英語フラグ,対応可能言語_中国語（簡体字）フラグ,対応可能言語_中国語（繁体字）フラグ,対応可能言語_韓国語フラグ,対応可能言語_タイ語フラグ,対応可能言語_その他（日本語）,対応可能言語_その他（英語）,免税店プラグ,JNTO観光案内所フラグ,一時預かりフラグ,一時預かり_料金_固定,一時預かり_料金_変動上限値,一時預かり_料金_変動下限値,一時預かり_取扱可能品目_スーツケースフラグ,一時預かり_取扱可能品目_クール品フラグ,一時預かり_取扱可能品目_土産品フラグ,一時預かり_取扱可能品目_3辺長合計上限値,一時預かり_取扱可能品目_最大重量上限値,一時預かり_取扱可能品目_取扱金額上限値,一時預かり_取扱可能品目_その他（日本語）,一時預かり_取扱可能品目_その他（英語）,一時預かり_補償内容_取扱金額上限値,一時預かり_補償内容_その他（日本語）,一時預かり_補償内容_その他（英語）,配送_当日配送フラグ,配送_当日配送_料金_固定,配送_当日配送_料金_変動上限値,配送_当日配送_料金_変動下限値,配送_当日配送_取扱可能品目_スーツケースフラグ,配送_当日配送_取扱可能品目_クール品フラグ,配送_当日配送_取扱可能品目_土産品フラグ,配送_当日配送_取扱可能品目_3辺長合計上限値,配送_当日配送_取扱可能品目_最大重量上限値,配送_当日配送_取扱可能品目_取扱金額上限値,配送_当日配送_取扱可能品目_その他（日本語）,配送_当日配送_取扱可能品目_その他（英語）,配送_当日配送_補償内容_取扱金額上限値,配送_当日配送_補償内容_その他（日本語）,配送_当日配送_補償内容_その他（英語）,配送_当日配送_受付時間〆切,配送_当日配送_最終配送時間,配送_当日配送_配送先（日本語）,配送_当日配送_配送先（英語）,配送_一般配送フラグ,配送_一般配送_料金_固定,配送_一般配送_料金_変動上限値,配送_一般配送_料金_変動下限値,配送_一般配送_取扱可能品目_スーツケースフラグ,配送_一般配送_取扱可能品目_クール品フラグ,配送_一般配送_取扱可能品目_土産品フラグ,配送_一般配送_取扱可能品目_3辺長合計上限値,配送_一般配送_取扱可能品目_最大重量上限値,配送_一般配送_取扱可能品目_取扱金額上限値,配送_一般配送_取扱可能品目_その他（日本語）,配送_一般配送_取扱可能品目_その他（英語）,配送_一般配送_補償内容_取扱金額上限値,配送_一般配送_補償内容_その他（日本語）,配送_一般配送_補償内容_その他（英語）,配送_一般配送_配送先_全国各地発送フラグ,配送_一般配送_配送先_その他（日本語）,配送_一般配送_配送先_その他（英語）,配送_海外配送フラグ,配送_海外配送_料金_固定,配送_海外配送_料金_変動上限値,配送_海外配送_料金_変動下限値,配送_海外配送_取扱可能品目_スーツケースフラグ,配送_海外配送_取扱可能品目_クール品フラグ,配送_海外配送_取扱可能品目_土産品フラグ,配送_海外配送_取扱可能品目_3辺長合計上限値,配送_海外配送_取扱可能品目_最大重量上限値,配送_海外配送_取扱可能品目_取扱金額上限値,配送_海外配送_取扱可能品目_その他（日本語）,配送_海外配送_取扱可能品目_その他（英語）,配送_海外配送_補償内容_取扱金額上限値,配送_海外配送_補償内容_その他（日本語）,配送_海外配送_補償内容_その他（英語）
0000000235,20180521,0,20180312,,一般社団法人登別国際観光コンベンション協会,Noboribetsu International Tourism and Convention Association,0590551,01,2301,登別温泉町６０,60 Noboribetsuonsencho,のぼりべつインフォメーションセンター,Noboribetsu information centar,0590464,01,2301,登別東町２丁目１１５,"2-115, Noboribetsu Higashicho",,42.452127,141.180416,05,,,0143843311,http://www.noboribetsu-spa.jp/?lang=ja,0900,1700,0,0900,1700,0,0900,1700,0,0900,1700,0,0900,1700,0,0900,1700,0,0900,1700,0,,,1,1,1,1,0,,,,3,1,,700,500,1,2,1,,,,貴重品の取扱不可,Valuables impossible,,荷物の価格を１００万円まで補償,"Compensation up to 1,000,000 yen",1,1000,,,1,2,1,,,,,,,荷物の価格を３０万円まで補償,"Compensation up to 300,000 yen",1400,1800,宿泊施設（登別温泉の１４施設のみ）,Hotel (14 hotels in Noboribetsu Onsen only),0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000236,20180410,0,20180320,,南海電気鉄道株式会社,"Nankai Electric Railway Co.,Ltd.",5428503,27,1004,中央区難波５丁目１番６０号,"5-1-60,Nanba,Chuo-ku",ｎｅｓｔ難波店,nest BAGGAGE SERVICE NANBA STORE,5420076,27,1004,中央区難波５丁目１２番,"5-12,Nanba,Chuo-ku",2,34.664730,135.501024,02,南海難波駅直結,Directly connected to Nankai Namba Station,0666269967,,1000,1800,0,1000,1800,0,1000,1800,0,1000,1800,0,1000,1800,0,1000,1800,0,1000,1800,0,,,1,1,1,1,0,,,1,1,1,700,,,1,2,1,,,300000,,,300000,,,0,,,,,,,,,,,,,,,,,,,1,,3982,807,1,2,1,160,25,300000,,,300000,,,1,国内空港、駅、宿泊施設,"Domestic Airport,Station,Hotel",0,,,,,,,,,,,,,,
0000000237,20180521,0,20180320,,一般社団法人鳥羽市観光協会,Toba Tourism Association,5170022,24,2110,大明東町１－７,1-7 oakihigashimachi,近鉄鳥羽駅１番出口鳥羽駅手荷物配送サービス,Kintetsu-Toba Station 1 exitToba Station Baggage Service Counter,5170011,24,2110,鳥羽１丁目８－１３,"1-8-13,toba",,34.486767,136.843126,02,近鉄鳥羽駅１番出口,Kintetsu Toba Station Exit 1,0599253019,,0900,1500,0,0900,1500,0,0900,1500,0,0900,1500,0,0900,1500,0,0900,1500,0,0900,1500,0,,,1,0,0,0,0,,,,,0,,,,,,,,,,,,,,,1,,1023,1000,1,2,1,160,25,300000,,,300000,,,1200,1700,・駅（伊勢市駅、近鉄宇治山田駅）?宿泊施設（伊勢市、志摩市、鳥羽市）,"Station (Ise-shi station, Kintetsu Ujiyamada station),Hotel(Ise City,Shima City,Toba City)",1,,4082,907,1,2,1,160,25,300000,,,300000,,,1,,,0,,,,,,,,,,,,,,
0000000238,20180412,0,20180320,,米子空港ビル株式会社,"yonago airport building CO.,LTD",6840055,31,2045,佐斐神町１６３４,sainokami cho 1634,手ぶら観光サービス,Easy Luggege Delivery Service,6840055,31,2045,佐斐神町１６３４,sainokami cho 1634,1,35.500539,133.244652,01,,,0859456123,,0800,1400,0,0800,1400,0,0800,1400,0,0800,1400,0,0800,1400,0,0800,1400,0,0800,1400,0,,,1,0,0,0,0,,,,,0,,,,,,,,,,,,,,,1,,1200,800,1,2,2,,,,,,,荷物１個につき上限補償額３０万円,"Maximum compensation amount of 300,000 yen per package",1400,1800,宿泊施設（境港・米子・大山・松江・出雲）,"hotels in sakaiminato,yonago,daisen,matsue,izumo",0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000239,20180412,0,20180320,,米子空港ビル株式会社,"yonago airport building CO.,LTD",6840055,31,2045,佐斐神町１６３４,sainokami cho 1634,手ぶら観光サービス,Easy Luggege Delivery Service,6840055,31,2045,佐斐神町１６３４,sainokami cho 1634,1,35.500856,133.245359,01,,,0859456123,,0800,1400,0,0800,1400,0,0800,1400,0,0800,1400,0,0800,1400,0,0800,1400,0,0800,1400,0,,,1,1,1,1,0,,,,,0,,,,,,,,,,,,,,,1,,1200,800,1,2,2,,,,,,,荷物１個につき上限補償額３０万円,"Maximum compensation amount of 300,000 yen per package",1400,1800,宿泊施設（境港・米子・大山・松江・出雲）,"hotels in sakaiminato,yonago,daisen,matsue,izumo",0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000240,20181003,1,20180320,20181003,一般社団法人　ウェルネスインバウンド協会,Nara Wellness Tourism,6308122,29,2010,三条本町８－１,8-1 Sanjohommachi,ＪＲ奈良駅直結シルキア奈良２Ｆ　ＮａｒａＷｅｌｌｎｅｓｓＴｏｕｒｉｓｍ,"Silkia Nara 2F ""Nara Wellness Tourism"" 1minute walk from JR Nara Station",6308122,29,2010,三条本町８－１シルキア奈良２Ｆ,"2F, Silkia Nara,8-1 Sanjohommachi",2,34.681715,135.818449,02,ＪＲ奈良駅直結,Direct connection to JR Nara station,0742426342,https://www.gonarastay.com/luggage-storage,0830,1830,0,0830,1830,0,0830,1830,0,0830,1830,0,0830,1830,0,0830,1830,0,0830,1830,0,荷物受付は１７時まで実施,Reception of luggage is till 17:00,1,1,1,1,0,フランス語,French,1,1,1,,600,300,1,2,1,200,30,,貴重品取扱不可,Valuables not acceptable,,荷物の価格を５万円まで補償,"Compensation up to 50,000 yen",0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000241,20240902,1,20180328,20240815,ヤマト運輸株式会社,"YAMATO TRANSPORT CO., LTD.",1048125,13,1024,銀座２－１６－１０,2-16-10 Ginza ,とやマルシェセンター,Toya Marche Center,9300001,16,2019,明輪町１－２２０,1-220 Meirin Town,,.,.,#N/A,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000242,20180518,0,20180328,,宮崎空港ビル株式会社,Miyazaki Airport Building,8800912,45,2017,宮崎市赤江（宮崎空港内）,miyazaki airport akae,宮崎空港１階到着ロビー,miyazaki airport Arrival lounge,8800912,45,2017,宮崎市赤江（宮崎空港内）,miyazaki airport akae,,31.872897,131.441602,01,宮崎空港内,Miyazaki Airport,0985515111,,0830,1830,0,0830,1830,0,0830,1830,0,0830,1830,0,0830,1830,0,0830,1830,0,0830,1830,0,,,1,1,1,1,0,,,,,1,,1000,500,1,,1,,,,,,,荷物の価格を１万円まで補償,"Compensation up to 10,000 yen",1,1000,,,1,,1,,,300000,,,300000,,,1145,1800,宿泊施設（宮崎県内）,Hotel (in Miyazaki Prefecture),0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000243,20180518,0,20180328,,株式会社クロスロード堺,Crossroad-Sakai ltd.,5918025,27,1403,北区長曽根町１３０－４２さかい新事業創造センター内,"130-42 nagasonecho,kita-ku",こ・ふんカフェ,"Co,FUN Cafe ",5900026,27,1403,堺区向陵西町４丁１１－１５,"4-11-15,koryo-nishimachi,sakai-ku",1,34.564824,135.491745,05,なかもず駅徒歩３分,Nakamozu Station 3 minutes on foot,0722492468,https://sakai-ia.com,0900,2200,0,0900,2200,0,0900,2200,0,0900,2200,0,0900,2200,0,0900,2200,0,0900,2200,0,,,1,1,1,1,0,,,1,1,1,,800,500,1,2,1,160,20,300000,貴重品の取扱不可,Valuables impossible,,荷物の価格を３０万円まで補償,"Compensation up to 300,000 yen",0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000244,20180409,1,20180328,20230608,株式会社ＢＵＴＬＥＲ,BUTLER Inc.,1510053,13,1130,代々木２－６－８新宿ｅｘビル４階,"Shinjuku ex Bld 4F,2-6-8 yoyogi",ＢＵＴＬＥＲ手荷物一時預かりサービス,BUTLER Storage Service,1510053,13,1130,代々木２－６－８新宿ｅｘビル４階,"Shinjuku ex Bld 4F,2-6-8 yoyogi",4,35.687891,139.699042,08,新宿駅南口徒歩２分,Shinjuku South Exit 2 minutes on foot,0363042811,http://www.cloud-tokyo.com,1000,2200,0,1000,2200,0,1000,2200,0,1000,2200,0,1000,2200,0,1000,2200,0,1000,2200,0,,,1,1,1,0,0,,,1,1,1,,1200,500,1,2,1,250,30,,貴重品、生もの、割れ物、冷蔵と冷凍の物、生物、動物、植物、銃刀類、盗品、遺体、遺骨、毒物、爆発物,"Valuables, perishables, fragile items, creatures, animals, plants, firearms and swords",,当社が保管中に当社の過失により荷物が滅失、毀損した場合は、３万円を上限額として補償いたします,"JPY30,000 per item is the indemnity limit for baggage.",0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000245,20201005,0,20180330,,名古屋市,City of Nagoya,4600002,23,1002,中区三の丸三丁目１－１,"3-1-1 sannomaru,nakaWard",オアシス２１ｉセンター手ぶら観光カウンター,Oasis21 Tourist Information Center Hands-Free Center,4610005,23,1002,東区東桜一丁目１１－１,"1-11-1, Toocho,Higashi Ward",,35.170901,136.909673,05,,,0568420134,http://www.kuronekoyamato.co.jp/en/,1000,1700,0,1000,1700,0,1000,1700,0,1000,1700,0,1000,1700,0,1000,1700,0,1000,1700,0,引取りは２０時まで,Baggage pickup available until 8:00 PM,1,1,1,1,0,,,1,2,1,,880,550,1,2,1,,,300000,,,300000,,,0,,,,,,,,,,,,,,,,,,,1,,3982,494,1,2,1,160,25,300000,,,300000,,,1,,,0,,,,,,,,,,,,,,
0000000246,20250616,1,20180410,20250612,京浜急行電鉄株式会社,Keikyu Corporation,2208625,14,1003,西区高島１ー２ー８,,京急ツーリストインフォメーションセンター　品川駅,Keikyu Tourist Information Center Shinagawa,1080074,13,1032,高輪３－２６－２６,3-26-26 Takanawa,,35.629043,139.738018,02,,,0334412451,,0900,1630,0,0900,1630,0,0900,1630,0,0900,1630,0,0900,1630,0,0900,1630,0,0900,1630,0,,,1,0,0,0,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000247,20180601,0,20180413,,大分航空ターミナル株式会社,"Oita Air Terminal Co.,Ltd",8730231,44,2143,安岐町下原１３,Aki town Simobaru 13,大分空港総合案内所,Oita Airport Information Counter,8730231,44,2143,安岐町下原１３,Aki town Simobaru 13,1,33.476745,131.732446,01,大分空港旅客ターミナルビル（１階）,Oita airport passenger terminal(1st floor),0978671174,http://www.oita-airport.jp/en/,0630,2200,0,0630,2200,0,0630,2200,0,0630,2200,0,0630,2200,0,0630,2200,0,0630,2200,0,午前６時３０分から最終便出発まで,6:30AM-last flight arraival,1,0,0,0,0,,,,3,1,,800,300,1,2,1,250,30,,貴重品の取扱不可,Valuables impossible,,上限損害賠償金額３万円,"compensate damages up to a maximum amount of 30,000 yen per baggage.",1,,1300,1000,1,2,1,160,25,300000,,,300000,,,1000,1800,別府・大分市内ホテル,"Hotel in Beppu, Oita city",0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000248,20180419,0,20180419,,株式会社　日本海コンサルタント,"Nihonkai Consultant Co.,Ltd",9218042,17,2014,泉本町２－１２６,2-126 izumihonmachi,金沢レンタサイクルまちのり事務局,Head office of Kanazawa Rental bicycle,9200852,17,2014,此花町３－２　ライブ１ビル１階,"1F Live1Bldg ,3-2 konohana",,36.576839,136.651410,06,金沢駅徒歩３分,Kanazawa Station 3 minutes on foot,0120319047,http://www.machi-nori.jp/,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,年末年始（１２／２９～１／３）は休業,New Year's Holiday(12/29-1/3) is closed,1,0,0,0,0,,,1,1,1,,500,300,1,2,1,200,30,150000,貴重品の取扱不可,Valuables impossible,150000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000249,20180423,1,20150727,20230413,株式会社グリーンポート・エージェンシー,"Greenport Agency Co.,Ltd.",2820011,12,2114,三里塚字御料牧場１－１,1-1 Sanriduka Goryoubokujyou,ＧＰＡ手荷物一時預かり所,GPA Baggage storage service,2820011,12,2114,三里塚字御料牧場１－１　成田国際空港第１旅客ターミナル南ウイング１階,Narita International Airport Terminal 1 South-Wing 1F,1,35.763595,140.385505,01,成田国際空港内,Inside Narita International Airport,0476332234,https://www.gpa-net.co.jp/ja/passenger-service/baggage-storage/,0630,2200,0,0630,2200,0,0630,2200,0,0630,2200,0,0630,2200,0,0630,2200,0,0630,2200,0,電話対応　６時～２１時００分,Telephone correspondence 6: 00 ~ 21: 00,1,0,0,0,0,,,1,1,1,,820,310,1,2,1,300,30,300000,危険物、壊れやすいもの、腐りやすいものなどは荷受け不可,"Dangerous goods, fragile items, those that are perishable are impossible to receive.",300000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000250,20180423,1,20150727,20230413,株式会社グリーンポート・エージェンシー,"Greenport Agency Co.,Ltd.",2820011,12,2114,三里塚字御料牧場１－１,1-1 Sanriduka Goryoubokujyou,ＧＰＡ手荷物一時預かり所,GPA Baggage storage service,2820004,12,2114,古込字古込１－１　成田国際空港第２旅客ターミナル１階,Narita International Airport Terminal 2 1F,1,35.774038,140.387104,01,成田国際空港内,Inside Narita International Airport,0476348535,https://www.gpa-net.co.jp/ja/passenger-service/baggage-storage/,0630,2200,0,0630,2200,0,0630,2200,0,0630,2200,0,0630,2200,0,0630,2200,0,0630,2200,0,電話対応　６時～２１時００分,Telephone correspondence 6: 00 ~ 21: 00,1,0,0,0,0,,,1,1,1,,820,310,1,2,1,300,30,300000,危険物、壊れやすいもの、腐りやすいものなどは荷受け不可,"Dangerous goods, fragile items, those that are perishable are impossible to receive.",300000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000251,20210520,1,20210520,20210520,ＧｒａｎｄｅＬｉｍｉｔｅ株式会社,"GrandeLimite CO.,LTD",6048277,26,1009,中京区西洞院姉小路上三坊西洞院町５６１善ビル３Ｆ,3F Yoshi Bldg.561 Nakagyo-ku Nishinodouin Anekoujinoboru Sanbounishinodouincho,Ｍａｂｒｕｋ,Mabruk,5980047,27,2132,りんくう往来北１　りんくうタウン駅ビル２Ｆ,"Rinku Station Building 2F,1 Rinku Orai Kita",2,34.243764,135.175961,08,,,07244581170,,1000,1930,0,=入力フォーム!AY74,1930,0,1000,1930,0,1000,1930,0,1000,1930,0,1000,1930,0,1000,1930,0,,,1,0,0,0,0,,,,,1,400,,,1,2,1,,,30000,,,30000,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000252,20180528,1,20180614,20230608,株式会社ニューメトリー,"Newmetry co.,ltd.",5660011,27,2248,千里丘東４－９－１３－４０１,"4-9-13-401, Senrioka-higashi",トラベルライト大阪,Travel Light Osaka,5660011,27,2248,千里丘東４－９－１３－４０１,"4-9-13-401, Senrioka-higashi",4,34.789056,135.550440,06,ＪＲ千里丘駅徒歩３分,3 minutes walk from JR Senrioka Station,0661709527,,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,,,1,,,1,,,1,0,0,0,0,,,,,0,,,,,,,,,,,,,,,1,,3000,1800,1,2,1,170,30,50000,貴重品、危険物、動物、生物、生ものの取り扱い不可,"Valuable items, hazardous materials, animals, living organism, and/or perishables cannot be handled.",50000,,,1700,2100,大阪市内簡易宿泊所、民泊、ホテル,"Guestshouse, vacation rentals, and hotels in Osaka City.",0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000253,20180604,0,20180614,,佐川急便　株式会社,"SAGAWA EXPRESS CO.,LTD.",1360075,13,1083,新砂２丁目２番８号,"2-2-8,shinsuna","飛騨高山ツーリストインフォメーションセンター内
高山手荷物カウンター",Hidatakayama Tourist information center_Takayama Baggage Counter,5060011,21,2032,本町１－２,"1-2,Honmachi",,36.140854,137.258711,05,,,0577366601 ,http://www.sagawa-exp.co.jp/ttk/servicecenter/#gifu,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,0900,1800,0,,,1,0,0,0,0,,,1,1,1,800,,,1,2,1,200,30,300000,貴重品の取り扱い不可。詳しくは当社ホームページをご参照ください。,Valuables impossible.Please visit our website for more details.,300000,,,0,,,,,,,,,,,,,,,,,,,1,,12366,756,1,2,1,260,50,300000,送料は重量や配送先により異なります。詳しくは当社ホームページをご参照ください。,"Shippig fee, depend on weight or reciered area.Please visit our website for more details.",300000,,,1,詳しくは当社ホームページをご参照ください。,Please visit our website for more details.,0,,,,,,,,,,,,,,
0000000254,20180705,0,20180706,,田邊運輸株式会社,Tanabe transport co ltd,1330061,13,1237,篠崎町８－１３－５,8-13-5 shinozakimachi,ハイファイブ,hi5,1240022,13,1229,奥戸４－２４－１２,4-24-12 okudo,1,35.728974,139.869436,08,,,0356541883,http://hi5.tokyo,0900,1700,0,0900,1700,0,0900,1700,0,0900,1700,0,0900,1700,0,,,1,,,1,,,1,0,0,0,0,,,,,0,,,,,,,,,,,,,,,1,2000,,,1,2,1,200,30,100000,,,100000,,,1800,2300,羽田空港　国際線,Haneda international airport,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000255,20180815,1,20180830,20221110,株式会社Ａｉｒｐｏｒｔｅｒ,"Airporter,Inc.",1000004,13,1016,大手町２－６－２　日本ビルヂング１２階　ＩｎｃｕｂａｔｉｏｎＬｏｕｎｇｅ,"Incubation lounge 12F Nihon building,2-6-2 Otemachi",ＴＲＡＶＥＬ　ＨＵＢ　ＭＩＸ,TRAVEL HUB MIX,1000004,13,1016,大手町２－６－２　日本ビルヂング１階　ＴＲＡＶＥＬ　ＨＵＢ　ＭＩＸ,"TRAVEL HUB MIX 1F Nihon building,2-6-2 Otemachi",1,35.685028,139.769889,06,ＪＲ東京駅日本橋口正面、東京メトロ大手町駅Ｂ８ａ出口,"JR Tokyo Station Nihonbashi preoral front,Tokyo Metro Otemachi Station B8a exit",05037029200,https://travelhubmix.com/,1000,1800,0,1000,1800,0,1000,1800,0,1000,1800,0,1000,1800,0,,,1,,,1,,,1,1,1,0,0,,,1,1,0,,,,,,,,,,,,,,,1,,3800,500,1,2,1,160,30,100000,スーツケースの場合はサイズの制限ありません。貴重品、毒物、動物は取扱不可。,"There is no size restriction in case of suitcase.Valuables,Hazardous Material,Animals impossible",,追加の損害賠償保険加入可能（別料金）,Additional dameges insurance can be subscribed(extra charge),0700,1600,成田空港、羽田空港、都内２３区ホテル,"Narita Airport,Haneda Airport,Hotels in Tokyo 23 words",0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000256,20240709,1,20180830,20240709,株式会社五千尺,"gosenjaku Co., Ltd.",3901516,20,2029,安曇上高地４４６８,4468 Azumi kamikochi,五千尺ホテル　フロント,Gosenjaku Hotel Front,3901516,20,2029,安曇上高地４４６８,4468 Azumi kamikochi,4,36.248705,137.638169,04,上高地バスターミナル徒歩４分,Kamikochi Bus terminal 4 minutes on foot,0263952111,https://www.gosenjaku.co.jp/,0830,1700,0,0830,1700,0,0830,1700,0,0830,1700,0,0830,1700,0,0830,1700,0,0830,1700,0,,,1,1,1,0,0,,,2,1,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,2300,1000,1,1,1,,,300000,,,300000,,,1,,,0,,,,,,,,,,,,,,
0000000257,20240709,1,20180830,20240709,株式会社五千尺,"gosenjaku Co., Ltd.",3901516,20,2029,安曇上高地４４６８,4468 Azumi kamikochi,上高地のおみやげ屋さん,Kamikochi no omiyageya-san,3901516,20,2029,安曇上高地４４６８,4468 Azumi kamikochi,4,36.248705,137.638169,04,上高地バスターミナル徒歩４分,Kamikochi Bus terminal 4 minutes on foot,0263952111,https://www.gosenjaku.co.jp/,0830,1700,0,0830,1700,0,0830,1700,0,0830,1700,0,0830,1700,0,0830,1700,0,0830,1700,0,,,1,1,1,0,0,,,2,1,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,2300,1000,1,1,1,,,300000,,,300000,,,1,,,0,,,,,,,,,,,,,,
0000000258,20240709,1,20180830,20240709,株式会社五千尺,"gosenjaku Co., Ltd.",3901516,20,2029,安曇上高地４４６８,4468 Azumi kamikochi,五千尺ロッヂ　フロント,Gosenjaku Lodge Front,3901516,20,2029,安曇上高地４４６８,4468 Azumi kamikochi,4,36.248842,137.636944,04,上高地バスターミナル徒歩５分,Kamikochi Bus terminal 5 minutes on foot,0263952221,https://lodge.gosenjaku.co.jp/,0830,1700,0,0830,1700,0,0830,1700,0,0830,1700,0,0830,1700,0,0830,1700,0,0830,1700,0,,,1,0,1,0,0,,,2,1,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,2300,1000,1,1,1,,,300000,,,300000,,,1,,,0,,,,,,,,,,,,,,
0000000259,20250822,1,20180919,20250820,チアーズ株式会社,cheers Co.LTD,1010041,13,1016,千代田区内神田１－１８－１１　東京ロイヤルプラザ２０３,,東急ホテルズ　バゲージ　エアポートライナー,TOKYU HOTELS Baggage Airport Linner,1500002,13,1130,渋谷１－２４－２０,No1-24-20 Shibuya,,35.394888,139.041555,04,,,0334980109,,1800,0800,0,1800,0800,0,1800,0800,0,1800,0800,0,1800,0800,0,1800,0800,0,1800,0800,0,,,1,0,0,0,0,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
0000000260,20230519,0,20180919,,株式会社ジェイアール東海髙島屋,"JR TOKAI TAKASHIMAYA CO.,LTD",4506001,23,1002,中村区名駅１丁目１番４号,1-1-4 Meieki Nakamura-ku,タカシマヤサービスカウンター,Takashimaya Service Counter,4506001,23,1002,中村区名駅１丁目１番４号,1-1-4 Meieki Nakamura-ku,1,35.170915,136.881537,06,,,0525668789,,1000,2100,0,1000,2100,0,1000,2100,0,1000,2100,0,1000,2100,0,1000,2100,0,1000,2100,0,年末年始（１／１）は休業,New Year's Holiday(1/1) is closed,1,0,0,0,0,,,2,1,1,1000,,,1,2,1,,,300000,,,300000,,,0,,,,2,2,2,,,,,,,,,,,,,1,,6670,550,1,1,1,180,30,300000,,,300000,,,1,,,0,,,,,,,,,,,,,,
